"Field_no","field_name","crop1","crop2","crop3","crop4","crop5","crop6","yield.1","output.1","fertcost.1","seedcost.1","herbcost.1","sundry.1","varcost.1","gmargin.1","fuelcost.1","labcost.1","opcost.1","grossprof.1","rotgrossprof.1","yield.2","output.2","fertcost.2","seedcost.2","herbcost.2","sundry.2","varcost.2","gmargin.2","fuelcost.2","labcost.2","opcost.2","grossprof.2","rotgrossprof.2","yield.3","output.3","fertcost.3","seedcost.3","herbcost.3","sundry.3","varcost.3","gmargin.3","fuelcost.3","labcost.3","opcost.3","grossprof.3","rotgrossprof.3","yield.4","output.4","fertcost.4","seedcost.4","herbcost.4","sundry.4","varcost.4","gmargin.4","fuelcost.4","labcost.4","opcost.4","grossprof.4","rotgrossprof.4","yield.5","output.5","fertcost.5","seedcost.5","herbcost.5","sundry.5","varcost.5","gmargin.5","fuelcost.5","labcost.5","opcost.5","grossprof.5","rotgrossprof.5","yield.6","output.6","fertcost.6","seedcost.6","herbcost.6","sundry.6","varcost.6","gmargin.6","fuelcost.6","labcost.6","opcost.6","grossprof.6","rotgrossprof.6","totalrotgrossprof"
11,"N_medium_LD-LR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",7.35,1564.38,233.96,72,168.66,182,656.62,907.76,114,58,172,735.76,122.63,6.615,1430.24,233.96,72,168.66,182,656.62,773.62,124,64,188,585.62,97.6,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,7.35,1564.38,233.96,72,168.66,182,656.62,907.76,114,58,172,735.76,122.63,6.2475,1363.17,233.96,72,168.66,182,656.62,706.55,124,64,188,518.55,86.42,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,548.8
12,"N_medium_MD-LR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",7.35,1564.38,233.96,72,168.66,182,656.62,907.76,114,58,172,735.76,122.63,6.615,1430.24,233.96,72,168.66,182,656.62,773.62,124,64,188,585.62,97.6,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,7.35,1564.38,233.96,72,168.66,182,656.62,907.76,114,58,172,735.76,122.63,6.2475,1363.17,233.96,72,168.66,182,656.62,706.55,124,64,188,518.55,86.42,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,548.8
13,"N_light_HD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",6.3,1372.75,209.96,72,171.09,182,635.05,737.7,99,51,150,587.7,97.95,5.67,1257.78,209.96,72,171.09,182,635.05,622.73,105,54,159,463.73,77.29,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,6.3,1372.75,209.96,72,171.09,182,635.05,737.7,99,51,150,587.7,97.95,5.355,1200.29,209.96,72,171.09,182,635.05,565.24,105,54,159,406.24,67.71,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,413.04
14,"N_light_VD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",6.3,1372.75,209.96,72,171.09,182,635.05,737.7,99,51,150,587.7,97.95,5.67,1257.78,209.96,72,171.09,182,635.05,622.73,105,54,159,463.73,77.29,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,6.3,1372.75,209.96,72,171.09,182,635.05,737.7,99,51,150,587.7,97.95,5.355,1200.29,209.96,72,171.09,182,635.05,565.24,105,54,159,406.24,67.71,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,413.04
15,"N_light_LD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.67,1257.78,209.96,72,168.66,182,632.62,625.16,105,54,159,466.16,77.69,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.355,1200.29,209.96,72,168.66,182,632.62,567.67,105,54,159,408.67,68.11,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,414.66
16,"N_light_MD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.67,1257.78,209.96,72,168.66,182,632.62,625.16,105,54,159,466.16,77.69,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.355,1200.29,209.96,72,168.66,182,632.62,567.67,105,54,159,408.67,68.11,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,414.66
17,"N_light_LD-LR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.67,1257.78,209.96,72,168.66,182,632.62,625.16,105,54,159,466.16,77.69,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.355,1200.29,209.96,72,168.66,182,632.62,567.67,105,54,159,408.67,68.11,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,414.66
18,"N_light_MD-LR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.67,1257.78,209.96,72,168.66,182,632.62,625.16,105,54,159,466.16,77.69,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.355,1200.29,209.96,72,168.66,182,632.62,567.67,105,54,159,408.67,68.11,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,414.66
19,"C_heavy_HD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",8.29,1735.93,233.96,72,171.09,182,659.05,1076.88,127,64,191,885.88,147.65,7.461,1584.63,233.96,72,171.09,182,659.05,925.58,127,64,191,734.58,122.43,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,8.29,1735.93,233.96,72,171.09,182,659.05,1076.88,127,64,191,885.88,147.65,7.0465,1508.99,233.96,72,171.09,182,659.05,849.94,127,64,191,658.94,109.82,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,693.79
20,"C_heavy_VD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",8.29,1735.93,233.96,72,171.09,182,659.05,1076.88,127,64,191,885.88,147.65,7.461,1584.63,233.96,72,171.09,182,659.05,925.58,127,64,191,734.58,122.43,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,8.29,1735.93,233.96,72,171.09,182,659.05,1076.88,127,64,191,885.88,147.65,7.0465,1508.99,233.96,72,171.09,182,659.05,849.94,127,64,191,658.94,109.82,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,693.79
21,"C_heavy_LD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.461,1584.63,233.96,72,168.66,182,656.62,928.01,127,64,191,737.01,122.84,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.0465,1508.99,233.96,72,168.66,182,656.62,852.37,127,64,191,661.37,110.23,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,695.41
22,"C_heavy_MD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.461,1584.63,233.96,72,168.66,182,656.62,928.01,127,64,191,737.01,122.84,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.0465,1508.99,233.96,72,168.66,182,656.62,852.37,127,64,191,661.37,110.23,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,695.41
23,"C_heavy_LD-LR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.461,1584.63,233.96,72,168.66,182,656.62,928.01,127,64,191,737.01,122.84,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.0465,1508.99,233.96,72,168.66,182,656.62,852.37,127,64,191,661.37,110.23,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,695.41
24,"C_heavy_MD-LR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.461,1584.63,233.96,72,168.66,182,656.62,928.01,127,64,191,737.01,122.84,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.0465,1508.99,233.96,72,168.66,182,656.62,852.37,127,64,191,661.37,110.23,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,695.41
25,"C_medium_HD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",7.35,1564.38,233.96,72,171.09,182,659.05,905.33,114,58,172,733.33,122.22,6.615,1430.24,233.96,72,171.09,182,659.05,771.19,124,64,188,583.19,97.2,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,7.35,1564.38,233.96,72,171.09,182,659.05,905.33,114,58,172,733.33,122.22,6.2475,1363.17,233.96,72,171.09,182,659.05,704.12,124,64,188,516.12,86.02,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,547.18
26,"C_medium_VD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",7.35,1564.38,233.96,72,171.09,182,659.05,905.33,114,58,172,733.33,122.22,6.615,1430.24,233.96,72,171.09,182,659.05,771.19,124,64,188,583.19,97.2,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,7.35,1564.38,233.96,72,171.09,182,659.05,905.33,114,58,172,733.33,122.22,6.2475,1363.17,233.96,72,171.09,182,659.05,704.12,124,64,188,516.12,86.02,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,547.18
27,"C_medium_LD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",7.35,1564.38,233.96,72,168.66,182,656.62,907.76,114,58,172,735.76,122.63,6.615,1430.24,233.96,72,168.66,182,656.62,773.62,124,64,188,585.62,97.6,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,7.35,1564.38,233.96,72,168.66,182,656.62,907.76,114,58,172,735.76,122.63,6.2475,1363.17,233.96,72,168.66,182,656.62,706.55,124,64,188,518.55,86.42,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,548.8
28,"C_medium_MD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",7.35,1564.38,233.96,72,168.66,182,656.62,907.76,114,58,172,735.76,122.63,6.615,1430.24,233.96,72,168.66,182,656.62,773.62,124,64,188,585.62,97.6,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,7.35,1564.38,233.96,72,168.66,182,656.62,907.76,114,58,172,735.76,122.63,6.2475,1363.17,233.96,72,168.66,182,656.62,706.55,124,64,188,518.55,86.42,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,548.8
29,"C_medium_LD-LR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",7.35,1564.38,233.96,72,168.66,182,656.62,907.76,114,58,172,735.76,122.63,6.615,1430.24,233.96,72,168.66,182,656.62,773.62,124,64,188,585.62,97.6,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,7.35,1564.38,233.96,72,168.66,182,656.62,907.76,114,58,172,735.76,122.63,6.2475,1363.17,233.96,72,168.66,182,656.62,706.55,124,64,188,518.55,86.42,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,548.8
30,"C_medium_MD-LR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",7.35,1564.38,233.96,72,168.66,182,656.62,907.76,114,58,172,735.76,122.63,6.615,1430.24,233.96,72,168.66,182,656.62,773.62,124,64,188,585.62,97.6,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,7.35,1564.38,233.96,72,168.66,182,656.62,907.76,114,58,172,735.76,122.63,6.2475,1363.17,233.96,72,168.66,182,656.62,706.55,124,64,188,518.55,86.42,2.86,1181.1,241.8,23.49,67.26,192,524.55,656.55,195,103,298,358.55,59.76,548.8
31,"C_light_HD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",6.3,1372.75,209.96,72,171.09,182,635.05,737.7,99,51,150,587.7,97.95,5.67,1257.78,209.96,72,171.09,182,635.05,622.73,105,54,159,463.73,77.29,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,6.3,1372.75,209.96,72,171.09,182,635.05,737.7,99,51,150,587.7,97.95,5.355,1200.29,209.96,72,171.09,182,635.05,565.24,105,54,159,406.24,67.71,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,413.04
32,"C_light_VD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",6.3,1372.75,209.96,72,171.09,182,635.05,737.7,99,51,150,587.7,97.95,5.67,1257.78,209.96,72,171.09,182,635.05,622.73,105,54,159,463.73,77.29,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,6.3,1372.75,209.96,72,171.09,182,635.05,737.7,99,51,150,587.7,97.95,5.355,1200.29,209.96,72,171.09,182,635.05,565.24,105,54,159,406.24,67.71,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,413.04
33,"C_light_LD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.67,1257.78,209.96,72,168.66,182,632.62,625.16,105,54,159,466.16,77.69,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.355,1200.29,209.96,72,168.66,182,632.62,567.67,105,54,159,408.67,68.11,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,414.66
34,"C_light_MD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.67,1257.78,209.96,72,168.66,182,632.62,625.16,105,54,159,466.16,77.69,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.355,1200.29,209.96,72,168.66,182,632.62,567.67,105,54,159,408.67,68.11,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,414.66
35,"C_light_LD-LR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.67,1257.78,209.96,72,168.66,182,632.62,625.16,105,54,159,466.16,77.69,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.355,1200.29,209.96,72,168.66,182,632.62,567.67,105,54,159,408.67,68.11,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,414.66
36,"C_light_MD-LR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.67,1257.78,209.96,72,168.66,182,632.62,625.16,105,54,159,466.16,77.69,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,6.3,1372.75,209.96,72,168.66,182,632.62,740.13,99,51,150,590.13,98.36,5.355,1200.29,209.96,72,168.66,182,632.62,567.67,105,54,159,408.67,68.11,2.37,1016.95,241.8,23.49,67.26,192,524.55,492.4,181,95,276,216.4,36.07,414.66
37,"E_heavy_HD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",8.29,1735.93,233.96,72,171.09,182,659.05,1076.88,127,64,191,885.88,147.65,7.461,1584.63,233.96,72,171.09,182,659.05,925.58,127,64,191,734.58,122.43,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,8.29,1735.93,233.96,72,171.09,182,659.05,1076.88,127,64,191,885.88,147.65,7.0465,1508.99,233.96,72,171.09,182,659.05,849.94,127,64,191,658.94,109.82,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,693.79
38,"E_heavy_VD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",8.29,1735.93,233.96,72,171.09,182,659.05,1076.88,127,64,191,885.88,147.65,7.461,1584.63,233.96,72,171.09,182,659.05,925.58,127,64,191,734.58,122.43,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,8.29,1735.93,233.96,72,171.09,182,659.05,1076.88,127,64,191,885.88,147.65,7.0465,1508.99,233.96,72,171.09,182,659.05,849.94,127,64,191,658.94,109.82,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,693.79
39,"E_heavy_LD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.461,1584.63,233.96,72,168.66,182,656.62,928.01,127,64,191,737.01,122.84,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.0465,1508.99,233.96,72,168.66,182,656.62,852.37,127,64,191,661.37,110.23,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,695.41
40,"E_heavy_MD-HR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.461,1584.63,233.96,72,168.66,182,656.62,928.01,127,64,191,737.01,122.84,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.0465,1508.99,233.96,72,168.66,182,656.62,852.37,127,64,191,661.37,110.23,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,695.41
41,"E_heavy_LD-LR","winterwheat","winterwheat","wosr","winterwheat","winterwheat","wosr",8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.461,1584.63,233.96,72,168.66,182,656.62,928.01,127,64,191,737.01,122.84,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,8.29,1735.93,233.96,72,168.66,182,656.62,1079.31,127,64,191,888.31,148.05,7.0465,1508.99,233.96,72,168.66,182,656.62,852.37,127,64,191,661.37,110.23,3.35,1345.25,241.8,23.49,67.26,192,524.55,820.7,211,111,322,498.7,83.12,695.41
